跟蹤騷擾防制法,跟騷法
勞動基準法,勞基法
憲法訴訟法,憲訴法
兒童及少年福利與權益保障法,兒少法
民事訴訟法,民訴法
刑事訴訟法,刑訴法
行政程序法,行程法
公民與政治權利國際公約及經濟社會文化權利國際公約,兩公約
性別平等教育法,性平法
性別工作平等法,性工法
道路交通管理處罰條例,道交條例
公職人員選舉罷免法,選罷法
國道一號,國一
中山高速公路,中山高
國道一號甲線,國一甲
國道二號,國二
國道二號甲線,國二甲
國道三號,國三
國道三號甲線,國三甲
國道四號,國四
國道五號,國五
國道六號,國六
國道七號,國七
國道八號,國八
國道十號,國十
福爾摩沙高速公路,福高
第二高速公路北段,北二高
第二高速公路中段,中二高
第二高速公路南段,南二高
北宜高速公路,北宜高
雪山隧道,雪隧
蘇花公路改善計畫,蘇花改
台中捷運,中捷
台北車站,北車
台北捷運,北捷
台灣高速鐵路,台灣高鐵
桃園機場,桃機
高雄火車站,高火
高雄捷運,高捷
桃園機場捷運,機捷
貓空纜車,貓纜
西部濱海快速公路,西濱
松山火車站,松火
板橋車站,板車
汐止火車站,汐火
新竹火車站,竹火
花蓮火車站,花火
桃園火車站,桃火
基隆車站,基車
新竹客運,新客
台中客運,中客
桃園客運,桃客
羅斯福路幹線,羅幹
台灣糖業公司,台糖
台灣中油公司,中油
台灣電力公司,台電
台灣自來水公司,台水
中國輸出入銀行,輸銀
臺灣金融控股股份有限公司,臺灣金控
臺灣銀行,臺銀
臺灣土地銀行,土銀
臺灣菸酒股份有限公司,臺酒
中華郵政股份有限公司,郵局
國營臺灣鐵路股份有限公司,臺鐵
臺灣港務公司,港務公司
桃園國際機場公司,桃機公司
桃園國際機場,桃機
中央存款保險公司,中央存保
全國農業金庫,農業金庫
衛生福利部,衛福部
數位發展部,數發部
國家科學及技術委員會,國科會
國家發展委員會,國發會
大陸委員會,陸委會
金融監督管理委員會,金管會
海洋委員會,海委會
僑務委員會,僑委會
國軍退除役官兵輔導委員會,退輔會
原住民族委員會,原民會
客家委員會,客委會
中央銀行,央行
中央選舉委員會,中選會
公平交易委員會,公平會
台灣設計研究院,設研院
文化內容策進院,文策院
中央研究院,中研院
國家中山科學研究院,中科院
工業技術研究院,工研院
促進轉型正義委員會,促轉會
財團法人中文數位化技術推廣基金會,中推會
財團法人資訊工業策進會,資策會
國家教育研究院,國教院
民用航空局,民航局
高速公路局,高公局
疾病管制署,疾管署
食品藥物管理署,食藥署
國家運輸安全調查委員會,運安會
不當黨產處理委員會,黨產會
核能安全委員會,核安會
消費者保護會,消保會
國民健康署,國健署
行政院,政院
立法院,立院
監察院,監院
地方檢察署,地檢署
地方法院,地院
高等法院,高院
最高法院,最高院
台北流行音樂中心,北流
臺北表演藝術中心,北藝中心
高雄流行音樂中心,高流
松山文創園區,松菸
國立海洋科技博物館,海科館
國立臺灣博物館,臺博館
國立臺灣科學教育館,科教館
臺北市立天文科學教育館,天文館
臺北市立美術館,北美館
國立故宮博物院,故宮
國立國父紀念館,國館
國家人權博物館,人權館
國家圖書館,國圖
國立臺灣美術館,國美館
國立自然科學博物館,科博館
國立公共資訊圖書館,國資圖
嘉義市立美術館,嘉美館
臺南市美術館,南美館
國立臺灣歷史博物館,臺史博
國立歷史博物館,史博館
國立科學工藝博物館,科工館
駁二藝術特區,駁二
高雄市立美術館,高美館
國立海洋生物博物館,海生館
臺東美術館,東美館
國立臺灣史前文化博物館,史前館
國立傳統藝術中心,傳藝中心
宜蘭縣立蘭陽博物館,蘭博館
國家電影及視聽文化中心,國家影視聽中心
國家運動訓練中心,國訓中心
國家住宅及都市更新中心,國家住都中心
國家災害防救科技中心,災防中心
國家資通安全研究院,資安院
國家兩廳院,兩廳院
中華民國外交部,魔法部
國立故宮博物館南部院區,故宮南院
國家安全局,國安局
國家安全會議,國安會
美國聯邦調查局,FBI
美國中央情報局,CIA
美國聯邦準備系統,聯準會
麻省理工學院,MIT
台灣製造,台製
中國共產黨,中共
越南共產黨,越共
蘇聯共產黨,蘇共
臺北世界貿易中心,世貿
總統府秘書長,府秘
國際特赦組織,AI
產品經理,PM
系統分析師,SA
系統設計師,SD
程式設計師,PG
網管人員,MIS
前端工程師,F2E
使用者經驗,UX
使用者介面,UI
視覺設計師,VD
Product Manager,PM
System Analyst,SA
System Designer,SD
Programmer,PG
Management Information System,MIS
Quality Assurance,QA
Front-End Developer,F2E
Visual Designer,VD
品質保證,QA
品質控制,QC
Quality Control,QC
總經理,MD
創意總監,CD
副創意總監,ACD
美術指導,AD
媒體總監,MD
廣告規劃,AE
廣告影片,CF
影片中的旁白,OS
店頭廣告,POP
直接行銷,DM
企業識別設計,CIS
圖形使用者介面,GUI
通用設計,UD
Managing Director,MD
Creative Director,CD
Associated Creative Director,ACD
Art Director,AD
Media Director,MD
Account Executive,AE
Commercial Film,CF
omt sound,OS
Point of Purchase Advertising,POP
Direct Marketing,DM
Corporate Identity System,CIS
Brand Identity System,BIS
Graphic User Interface,GUI
Universal Design,UD
Business Continuity Plan,BCP
營運持續計畫,BCP
curriculum vitae,C.V.
人力資源,人資
公共關係,公關
採購部,PD
商務發展部,BD
客服部,CS
專案經理,PM
工讀生,PT
執行長,CEO
財務長,CFO
行銷長,CMO
Human Resources,HR
Public Relations,PR
Purchasing Department,PD
Business Development,BD
Research & Development,RD
Customer Service,CS
Project Manager,PM
Part Time,PT
Chief Executive Officer,CEO
Chief Financial Officer,CFO
Chief Marketing Officer,CMO
Database Administrator,DBA
管理資訊系統,MIS
資料庫設計與管理人員,DBA
Key Performance Indicator,KPI
Return on Investment,ROI
Return on Ad Spend,ROAS
Click-Through Rate,CTR
Customer Acquisition Cost,CAC
Search Engine Optimization,SEO
Search Engine Marketing,SEM
Customer Relationship Management,CRM
Call to Action,CTA
Business to Business,B2B
Business to Consumer,B2C
Target Audience,TA
"strengths, weaknesses, opportunities, threats",SWOT
Unique Selling Proposition,USP
"product, price, place, promotion",4P
"customer, cost, convenience, communication",4C
Cost Per Mille,CPM
Cost Per Click,CPC
Pay Per Click,PPC
Customer Lifetime Value,CLV
"attention, interest, desire, action",AIDA
Social Media Marketing,SMM
關鍵績效指標,KPI
投資報酬率,ROI
廣告投資報酬率,ROAS
點擊率,CTR
客戶獲取成本,CAC
搜尋引擎優化,SEO
搜尋引擎行銷,SEM
客戶關係管理,CRM
行動呼籲,CTA
企業對企業,B2B
企業對消費者,B2C
目標受眾,TA
優勢、劣勢、機會、威脅分析,SWOT
獨特銷售主張,USP
產品、價格、通路、促銷,4P
顧客、成本、便利、溝通,4C
每千次曝光成本,CPM
每次點擊成本,CPC
按點擊付費,PPC
客戶終身價值,CLV
注意、興趣、慾望、行動,AIDA
社群媒體行銷,SMM
商務發展,BD
客戶服務,CS
研究與開發,RD
兼職,PT
傳統小吃,傳小
大杯奶茶微糖微冰,大奶微微
永和豆漿,永豆
珍奶加雞排,奶雞
德式香腸,德腸
飯店早餐,飯早
傳統早餐,傳早
韓式炸雞,韓炸
行動電源,行充
泰式奶茶,泰奶
珍珠奶茶,珍奶
傳統市場,傳市
草莓奶油吐司,草奶吐
越南法國麵包,越法
迴轉壽司,迴壽
古早味紅茶,古紅
日本料理,日料
隱形眼鏡,隱眼
電動牙刷,電牙
台灣拉麵,台拉
皮蛋瘦肉粥,皮瘦
划算,划
永遠支持,永支
空氣品質,空品
氣候變遷,氣遷
深坑臭豆腐,深臭
波士頓龍蝦,波龍
哭哭饅頭,哭饅
人生已經如此艱難，有些事情就不要拆穿。,人艱不拆
乞丐超人,乞超
大安森林公園,安森
大學入學分科測驗,分科
大學學科能力測驗,學測
大韓民國,韓國
小而確實的幸福,小確幸
這樣,醬
不一樣,ㄅㄧㄤˋ
大家好,搭好
不明白原理，但覺得很厲害,不明覺厲
不解釋,bj4
中國時報,中時
中途離開,中離
內湖科學園區,內科
公民投票,公投
公共汽車,公車
公共電視,公視
心理測驗,心測
手機遊戲,手遊
日式料理,日料
月子中心,月中
台中市立台中第二高級中等學校,中二中
台中市立臺中第一高級中學,中一中
台中市政府,中市府
台北市立建國高級中學,建中
台北市立第一女子高級中學,北一女
台北市政府,北市府
台灣手燈,台燈
市政府,市府
民意代表,民代
生日快樂,生快
立法委員,立委
交友軟體,交軟
交通警察,交警
全民健康保險,全民健保
刑事警察,刑警
各付各的,各各
年終獎金,年終
成果發表,成發
自由時報,自由
低頭閉眼,低閉
快速充電,快充
見笑轉生氣,見轉
言情小說,言小
呼吸困難,呼困
咖啡廳,咖廳
性別平等,性平
明天見,棉見
服務學習,服學
社交恐懼,社恐
便利商店,便商
便宜,便
南部科學園區,南科
政治正確,政確
突破盲點,突盲
美食沙漠,美沙
背道而馳,背馳
英語聽力測驗,英聽
限時動態,限動
員工旅遊,員旅
恐怖情人,恐情
桃園市政府,桃市府
桌上型電腦,桌機
真的假的,真假
粉絲專頁,粉專
酒後駕駛,酒駕
酒精濃度測試,酒測
高級玩家,高玩
高雄市立高雄女子高級中學,雄女
高雄市立高雄高級中學,雄中
高雄市政府,高市府
健康檢查,健檢
偶像包袱,偶包
動物森友會,動森
國中教育會考,會考
國父紀念館,國館
國立台東高級中學,東中
國立台灣大學,台大
國立台灣師範大學,師大
國立台灣藝術大學,台藝大
國立成功大學,成大
國立宜蘭高級中學,宜中
國立花蓮女子高級中學,花女
國立花蓮高級中學,花中
國立屏東女子高級中學,屏女
國立屏東高級中學,屏中
國立政治大學,政大
國立苗栗高級中學,苗中
國立高雄師範大學,高師大
國立高雄師範大學附屬高級中學,高師大附中
國立清華大學,清大
國立陽明交通大學,陽明交大
國立雲林科技大學,雲科
國立新竹女子高級中學,竹女
國立新竹高級中學,竹中
國立彰化女子高級中學,彰女
國立彰化師範大學,彰師大
國立彰化高級中學,彰中
國立臺北大學,北大
國立臺北科技大學,北科
國立臺北教育大學,北教大
國立臺北藝術大學,北藝大
國立臺灣科技大學,台科
國立臺灣師範大學附屬高級中學,附中
國立羅東高級中學,羅高
密室逃脫,密逃
情緒勒索,情勒
敏感性牙齒,敏牙
畢業紀念冊,畢冊
畢業旅行,畢旅
第二外語,二外
累積點數,累點
被動收入,被收
這段感情只有我在付出,這感我付
這個,j個
這樣,醬
備審資料,備審
最低消費,低消
勞工保險,勞保
提前畢業,提畢
智力商數,智商
發生關係,發關
筆記型電腦,筆電
超級市場,超市
廉價航空,廉航
新北市立板橋高級中學,板中
新北市政府,新北市府
新竹市政府,竹市府
新竹科學園區,竹科
業務配合,業配
溫馨故事,溫故
群組通話,群通
羨慕嫉妒恨,羨嫉
電子郵件,電郵
電動玩具,電玩
網路咖啡廳,網咖
網路咖啡館,網咖
網路購物,網購
臺中市立臺中女子高級中等學校,中女中
臺南市政府,南市府
臺南第一高級中學,南一中
臺灣鐵路公司,台鐵
與眾人分享,與眾分
歐羅巴洲,歐洲
學生運動,學運
學生餐廳,學餐
學習歷程檔案,學習歷程
環境保護,環保
聯合報,聯合
簡化語言,簡語
穩定交往,穩交
穩定聊天,穩聊
穩定單身,穩單
關公面前耍大刀,關耍
關我屁事,郭
靈光乍現,靈乍
buy one get one,BOGO
Facebook,FB
Google Maps,估咩
Instagram,IG
K書中心,K中
PowerPoint,ppt
seven-eleven,seven
seven eleven,seven
7-Eleven,seven
Threads,脆
you know what i'm saying,M3
true,觸
you only live once,YOLO
歡迎光臨,緩光臨
民主進步黨,民進黨
中國國民黨,國民黨
台灣民眾黨,民眾黨
時代力量,時力
台灣團結聯盟,台聯
社會民主黨,社民黨
台灣基進,基進黨
justfont,遮放
需要什麼,蕭什麼
不好意思,報思
今天的,尖的
謝謝光臨,寫光您
您好,鳥
知道,造
好漂亮,好漂
你要確定耶,要確耶
投資顧問,投顧
理財專員,理專
管理顧問,管顧
保險經紀人,保經
人壽保險,壽險
產物保險,產險
旅遊平安險,旅平險
旅遊不便險,不便險
團體保險,團保
群眾募資,群募
簡語爭霸賽,簡爭
撒泡尿自己照照,撒照
熱鍋上的螞蟻,熱螞
癩蛤蟆想吃天鵝肉,癩天
狗嘴吐不出象牙,狗吐
國際知名插畫家,國插
生雞卵無，放雞屎有,生放
生雞卵的無，放雞屎的有,生放
打腫臉充胖子,打充
天生我材必有用,天我
泥菩薩過江,泥過
掛羊頭賣狗肉,掛賣
苦盡甘來,苦甘
舌燦蓮花,舌蓮
乞丐趕廟公,乞趕
涼拌炒雞蛋,涼炒蛋
啞巴吃黃蓮,啞黃
旅行小包,旅小
Apple Watch,AW
我是鎧之巨人，貝爾托特是超大型巨人,我鎧他超
東京巨蛋,東蛋
子宮頸抹片檢查,子抹檢查
大腸乳攝口腔,大乳口
兒童遊戲安全規範,兒遊安規
量子物理,量物
量子力學,量力
廣義相對論,廣相
古典力學,古力
西洋文學概論,西概
熱統計物理,熱統
back to school,BTS
我懷疑你在開車，但我沒有證據,疑車無據
賣場入口,賣入
take the challenge,ㄊㄟ掐
詐騙團體,詐團
大港開唱,大港
春天吶喊,春吶
統一編號,統編
日本亞馬遜,日亞
美國亞馬遜,美亞
流行性感冒,流感
新型冠狀病毒肺炎,新冠肺炎
畢業典禮,畢典
happy birthday,HBD
西裝外套,西外
大家早,搭早
you see see you,UCCU
取消關注,取關
運動內衣,運內
國家金融安定基金,國安基金
聯合國安全理事會,聯合國安理會
消費者文教基金會,消基會
役齡男子,役男
異性戀男性,異男
異性戀女性,異女
國民中學,國中
國民小學,國小
高級中學,高中
技術型高級中學,技高
國民中小學,國中小
二年制專科學校,二專
科技院校四年制,四技
科技院校二年制,二技
五年制專科學校,五專
國民中學基本學力測驗,基測
科技院校四年制與專科學校二年制統一入學測驗,統測
大學入學指定科目考試,指考
就學區免試入學,大免
優先免試入學,優免
試辦學習區完全免試入學,全免
大學聯合招生考試,聯考
消防警察,警消
警察與消防隊,警消
義勇消防,義消
民事防護,民防
義勇警察,義警
交通義勇警察,義交
母胎單身,母單
退休撫卹,退撫
勞工退休金,勞退
違章建築,違建
危險建築物,危樓
危險樓房,危樓
老硞硞,LKK
Illustrator,以拉
家庭教師,家教
thank you,Q
共同筆記,共筆
共同朋友,共朋
同志遊行,同遊
茶之魔手,茶魔
茶的魔手,茶魔
新年快樂,新快
的啊,搭
台幣戰士,台戰
標準配備,標配
二次創作,二創
公共托育,公托
公共托幼,公托
公立托嬰,公托
行車執照,行照
駕駛執照,駕照
你說真的？,講真？
原住民青年,原青
批踢踢實業坊,批踢踢
珍奶雞排,奶雞
官方網站,官網
薪水小偷,薪偷
居家清潔,居清
板橋耶誕城,板耶
國語文寫作能力測驗,國寫
美國短毛貓,美短
英國短毛貓,英短
邊境牧羊犬,邊牧
法國鬥牛犬,法鬥
平價替代,平替
平行輸入,平輸
悲傷五階段,悲五
疲勞轟炸,疲轟
平民貴族,平貴
百分百確定,百確
百分百之確定,百確
滾動式調整,滾調
路上小心,路小
刻板印象,刻印
韓國綜藝節目,韓綜
顯示卡,顯卡
社會經濟地位,社經地位
陸上颱風警報,陸警
海上颱風警報,海警
長髮男又贏,長又贏
摸蜊仔兼洗褲,摸洗
扣繳憑單,扣憑
超級商店,超商
講真的,講真
很厲害,很厲
壓力山大,壓山
段考複習,段複
到家說一下,到說
月亮代表我的心,月表
走味的咖啡,走咖
可愛女人,可女
魔鬼藏在細節裡,魔藏
喪失自信,喪自
精神狀態,精狀
靈光乍洩,靈乍
個人寫真,個寫
左右為難,左為
平安喜樂,平喜
表情符號,表符
歡樂氣氛,歡氛
華麗登場,華登
脆弱敏感,脆敏
青菜蘿蔔,青蘿
耶誕快樂,耶快
畢業快樂,業快
夢幻婚禮,夢婚
理性溝通,理溝
舉手發問,舉發
早餐咖啡,早咖
雖然會遲到，但是最終會到來,雖遲但到
教育召集,教召
器官捐贈,器捐
成果發表會,成發
交通要道,交要
宣布幹部,宣幹
聖誕晚會,聖晚
耶誕晚會,耶晚
幹部介紹,幹介
幹部訓練,幹訓
畢業生聯合會,畢聯會
畢業典禮籌備會,畢籌會
畢業生代表,畢代
班級代表,班代
環境保護暨職業安全衛生,環安衛
管理幹部,管幹
犯罪行為人,犯人
副社長,副社
家庭醫學,家醫
品質管理,品管
副董事長,副董
副總經理,副總
網路紅人,網紅
班級聯合自治會,班聯會
學生事務處,學務處
教學事務處,教務處
國際事務處,國際處
研究發展處,研發處
日星宋體二號,日星宋二
日星宋體貳號,日星宋貳
日星二號宋體,日星二宋
日星貳號宋體,日星貳宋
PTT2 ,批兔
碩士論文,碩論
博士論文,博論
教學助理,助教
專題研究,專題
文藝青年,文青
今天早上,今早
今天晚上,今晚
明天早上,明早
明天晚上,明晚
男朋友,男友
女朋友,女友
爸爸,爸
媽媽,媽
弟弟,弟
妹妹,妹
姊姊,姊
姐姐,姐
哥哥,哥
叔叔,叔
阿公,公
阿嬤,嬤
阿姨,姨
老婆,婆
飲食控制,飲控
誰知道,誰造
電話聯絡,電聯
嵌入圖片,嵌入
建立外框,轉外
轉外框,轉外
oh my god,OMG
for your information,FYI
as soon as possible,ASAP
Internet Explorer,IE
Bangtan Sonyeondan,BTS
"bacon, lettuce, tomato",BLT
Nintendo Switch,NS
Photoshop,PS
PlayStation,PS
Artificial Intelligence,AI
Machitosh,Mac
personal computer,PC
tomorrow,TMR
by the way,BTW
Microsoft,MS
Microsoft Network,MSN
User Interface,UI
User Experience,UX
Disk Operating System,DOS
Universal Serial Bus,USB
Bus Rapid Transit,BRT
Mass Rapid Transit,MRT
laugh out loud,LOL
laugh my ass off,LMAO
versus,vs.
too much information,TMI
point of view,POV
outfit of the day,OOTD
also known as,AKA
Key Opinion Leader,KOL
Temporomandibular Joint Disorder,TMD
posttraumatic stress disorder,PTSD
YouTuber,YTR
thank god it's friday,TGIF
people,peeps
我是鎧之巨人，他是超大型巨人,我鎧他超
我來外遇就是羅曼史、他人外遇就是不倫,我羅他不
我做的都是對的，其他人都是錯的,我是他非
容易陷入愛情,容陷愛
媽媽朋友的兒子,媽朋兒
孤單又燦爛的神,鬼怪
夏日咖啡男友,夏咖男
現在撥打的電話,現撥電
機智的醫生生活,機醫
牙齒很大所以感到悲傷的成人,牙大成
science fiction,SF
"animation, comic, game",ACG
young adult movie,YA
bad ending,BE
happy ending,HE
true ending,TE
normal ending,NE
boy's love,BL
girl's love,GL
boy & girl,BG
promotion video,PV
Character Voice,CV
drama music,DRAMA
opening song,OP
ending song,ED
original video animation,OVA
original soundtrack,OST
music video,MV
background music,BGM
進擊的巨人,進巨
刀劍神域,刀劍
吹響吧！上低音號,京吹
無職轉生～到了異世界就拿出真本事,無職
我的英雄學院,我英
夜晚的水母不會游泳,水母
我內心的糟糕念頭,我心糟
四月是你的謊言,四謊
排球少年,排少
影子籃球員,影籃
火影忍者,火影
ONE PIECE,海賊
BLEACH,死神
數碼寶貝,數碼
我想成為影之強者！,暗影大人
轉生成蜘蛛又怎樣！,蜘蛛
我們仍未知道那天所看見的花名。,未聞花名
果然我的青春戀愛喜劇搞錯了,果青
鬼滅之刃,鬼滅
鋼之鍊金術師,鋼鍊
魔法科高中的劣等生,魔劣
86不存在的戰區,86
在地下城尋求邂逅是否搞錯了什麼,地下城
末日時在做什麼？有沒有空？可以來拯救嗎？,末日三問
櫻花莊的寵物女孩,櫻花莊
紫羅蘭永恆花園,紫羅蘭
咒術迴戰,咒術
SPY×FAMILY,++9
間諜家家酒,++9
魔導少年,妖尾
FAIRY TAIL,妖尾
家庭教師HITMAN REBORN!,家教
魔法禁書目錄,魔禁
科學超電磁砲,超砲
為美好的世界獻上祝福！,美好世界
路人超能100,路人
擁有超常技能的異世界流浪美食家,流浪美食家
月刊少女野崎君,月刊少女
轉生成女性向遊戲只有毀滅END的壞人大小姐,破滅Flag
去參加聯誼，卻發現完全沒有女生在場,聯誼沒有女生
關於我轉生變成史萊姆這檔事,轉生史萊姆
在異世界獲得超強能力的我，在現實世界照樣無敵～等級提升改變人生命運～,異世升級，現實無敵
怕痛的我，把防禦力點滿就對了,防點滿
不時輕聲地以俄語遮羞的鄰座艾莉同學,遮羞艾莉
Re：從零開始的異世界生活,Re:0
HUNTER×HUNTER ,獵人
家庭教師HITMAN REBORN！,家教
齊木楠雄的災難,齊木
葬送的芙莉蓮,芙莉蓮
名偵探柯南,柯南
魔物獵人,萌夯
我推的孩子,我推
俗女養成記,俗女
花甲男孩轉大人,花甲
莎士比亞的妹妹們的劇團,莎妹劇團
表演工作坊,表坊
敗犬女王,敗犬
我的婆婆怎麼那麼可愛,我的婆婆
你的孩子不是你的孩子,你的孩子
我們與惡的距離,與惡
八尺門的辯護人,八尺門
關於我和鬼變成家人的那件事,鬼家人
月薪嬌妻,逃恥
台灣通勤第一品牌,台通
娛樂百分百,娛百
康熙來了,康熙
我猜我猜我猜猜猜,我猜
法律白話文運動,法白
上班不要看,上不
木曜超玩,木曜
PlayerUnknown's Battlegrounds,PUBG
神魔之塔,神魔
Ragnarok Online,RO
Final Fantasy,FF
星際大戰,星戰
薩爾達傳說,薩爾達
鬥陣特攻,鬥陣
特戰英豪,特戰
超級拉姆,超拉
Grand Theft Auto,GTA
Counter-Strike,CS
Overwatch,OW
Minecraft,麥塊
宅男行不行,TBBT
The Big Bang Theory,TBBT
星海爭霸,星海
LNG Workshop,LNG
英雄聯盟,LoL
傳說對決,傳說
以你的名字呼喚我,CMBYN
Call Me by Your Name,CMBYN
媽的多重宇宙,EEAAO
Everything Everywhere All at Once,EEAAO
透明雜誌,透雜
ONE OK ROCK,OOR
Tizzy Bac,TB
巨大的轟鳴,巨轟
南瓜妮歌迷俱樂部,南瓜妮
MAMAMOO,媽木
蘇打綠,打綠
傻子與白痴,傻白
deca joins,deca
草東沒有派對,草東
美秀集團,美秀
無妄合作社,無妄
濁水溪公社,濁團
落日飛車,飛車
Vast & Hazy,VH
萬能青年旅店,萬青
my little airport,MLA
法蘭黛樂團,法蘭黛
I Don't Like Mondays,IDLMs
溫室雜草,溫雜
我是機車少女,機少
Stray Kids,迷孩
Twice,兔
SEVENTEEN,17
Red Velvet,紅貝貝
BOYNEXTDOOR,門童
宇宙少女,宇少
Gfriend,小女友
Tom Hiddleston,抖森
Timothée Chalamet,甜茶
Michael Fassbender,法鯊
SixTONES ,六筒
少女時代,少時
雞蛋蒸肉餅（GDJYB）,雞餅
BLACKPINK,BP
防彈少年團,BTS
麥克傑克森,MJ
Cristiano Ronaldo dos Santos Aveiro,C羅
Bruno Miguel Borges Fernandes,B費
曼徹斯特聯足球俱樂部,曼聯
曼徹斯特成足球俱樂部,曼城
利物浦足球俱樂部,利物浦
諾丁漢森林足球俱樂部,森林
兵工廠足球俱樂部,兵工廠
切爾西足球俱樂部,切爾西
紐卡索聯足球俱樂部,紐卡索
伯恩茅斯足球俱樂部,伯恩茅斯
富勒姆足球俱樂部,富勒姆
阿斯頓維拉足球俱樂部,維拉
布萊頓荷甫阿爾比恩足球俱樂部,布萊頓
托登罕熱刺足球俱樂部,熱刺
水晶宮足球俱樂部,水晶宮
埃佛頓足球俱樂部,埃佛頓
伍爾福漢普頓流浪者足球俱樂部,狼隊
伊普斯維奇鎮足球俱樂部,伊普斯
萊徹斯特城足球俱樂部,萊徹斯特
英格蘭超級足球聯賽,英超
西班牙足球甲級聯賽,西甲
意大利足球甲級聯賽,意甲
德國足球甲級聯賽,德甲
法國足球甲級聯賽,法甲
日本職業足球聯賽,J.League
歐洲足球錦標賽,歐國盃
歐洲冠軍聯賽,歐冠
國際足球總會,FIFA
企業排球聯賽,企排
中華職業棒球大聯盟,中華職棒
台灣職業籃球大聯盟,TPBL
美國職業籃球聯賽,NBA
現實生活,現生
團體滅亡,團滅
送人頭,送頭
表情管理,表管
中華人民共和國,中國
美利堅合眾國,美國
大不列顛暨北愛爾蘭聯合王國,英國
朝鮮民主主義人民共和國,朝鮮
印度共和國,印度
印度尼西亞共和國,印尼
亞美利加洲,美洲
亞細亞洲,亞洲
法蘭西共和國,法國
阿非利加洲,非洲
德意志聯邦共和國,德國
澳大利亞,澳洲
阿拉伯聯合大公國,阿聯
南非共和國,南非
恭貼瑪哈納空,曼谷
Krung Thep Maha Nakhon,曼谷
泰王國,泰國
俄羅斯聯邦,俄羅斯
蘇維埃社會主義共和國聯邦,蘇聯
歐洲聯盟,歐盟
北大西洋公約組織,北約
臺灣水泥股份有限公司,台泥
統一企業股份有限公司,統一
台灣塑膠工業股份有限公司,台塑
南亞塑膠工業股份有限公司,南亞
台灣化學纖維股份有限公司,台化
中國鋼鐵股份有限公司,中鋼
和泰汽車股份有限公司,和泰車
光寶科技股份有限公司,光寶科
聯華電子股份有限公司,聯電
台達電子工業股份有限公司,台達電
鴻海精密工業股份有限公司,鴻海
國巨股份有限公司,國巨
台灣積體電路製造股份有限公司,台積電
智邦科技股份有限公司,智邦
華碩電腦股份有限公司,華碩
瑞昱半導體股份有限公司,瑞昱
廣達電腦股份有限公司,廣達
研華股份有限公司,研華
中華電信股份有限公司,中華電
聯發科技股份有限公司,聯發科
長榮海運股份有限公司,長榮
陽明海運股份有限公司,陽明
華南金融控股股份有限公司,華南金
富邦金融控股股份有限公司,富邦金
國泰金融控股股份有限公司,國泰金
凱基金融控股股份有限公司,凱基金
玉山金融控股股份有限公司,玉山金
元大金融控股股份有限公司,元大金
兆豐金融控股股份有限公司,兆豐金
台新金融控股股份有限公司,台新金
永豐金融控股股份有限公司,永豐金
中國信託金融控股股份有限公司,中信金
第一金融控股股份有限公司,第一金
統一超商股份有限公司,統一超
大立光電股份有限公司,大立光
奇鋐科技股份有限公司,奇鋐
聯詠科技股份有限公司,聯詠
欣興電子股份有限公司,欣興
台灣大哥大股份有限公司,台灣大
緯創資通股份有限公司,緯創
世芯電子股份有限公司,世芯-KY
日月光投資控股股份有限公司,日月光投控
遠傳電信股份有限公司,遠傳
和碩聯合科技股份有限公司,和碩
中租控股股份有限公司,中租-KY
上海商業儲蓄銀行股份有限公司,上海商銀
合作金庫金融控股股份有限公司,合庫金
藥華醫藥股份有限公司,藥華藥
台塑石化股份有限公司,台塑化
緯穎科技服務股份有限公司,緯穎
localization,l10n
internationalization,i18n
中華航空,華航
長榮航空,長榮
星宇航空,星宇
臺灣虎航,虎航
黑色星期五,黑五
睜一閉一,睜一隻眼閉一隻眼
特別優惠,特惠
文化大革命,文革
大學入學分科測驗,分科
跑咖啡廳,跑咖
記錄過失,記過
民意調查,民調
